subject_id,file_found,n_timepoints,n_rois_raw,is_transposed,nan_count,inf_count,constant_rois_count,low_variance_rois_indices,error,psd_plot_path,percent_stationary_adf,percent_stationary_kpss,percent_stationary_joint
4919,True,200,170,False,800,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_4919.png,100.000,97.590,97.590
6648,True,200,170,False,800,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_6648.png,100.000,100.000,100.000
6733,True,200,170,False,800,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_6733.png,100.000,100.000,100.000
6849,True,200,170,False,800,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_6849.png,100.000,100.000,100.000
6965,True,200,170,False,800,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_6965.png,100.000,100.000,100.000
2018,True,140,170,False,560,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_2018.png,95.783,100.000,95.783
2022,True,140,170,False,560,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_2022.png,96.386,100.000,96.386
2233,True,140,170,False,560,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_2233.png,95.783,100.000,95.783
4005,True,140,170,False,560,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_4005.png,96.988,100.000,96.988
4021,True,140,170,False,560,0,39,"[0, 2, 3, 4, 5, 6, 8, 10, 12, 14, 15, 18, 19, 20, 21, 22, 24, 26, 27, 28, 30, 34, 35, 36, 60, 62, 64, 66, 72, 73, 80, 81, 122, 150, 151, 152, 153, 154, 155]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_4021.png,94.656,100.000,94.656
4024,True,140,170,False,560,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_4024.png,98.795,100.000,98.795
4029,True,140,170,False,560,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_4029.png,95.181,100.000,95.181
4032,True,140,170,False,560,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_4032.png,94.578,100.000,94.578
4042,True,140,170,False,560,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_4042.png,91.566,100.000,91.566
4149,True,140,170,False,560,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_4149.png,99.398,100.000,99.398
4194,True,140,170,False,560,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_4194.png,89.759,100.000,89.759
4203,True,140,170,False,560,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_4203.png,92.169,100.000,92.169
4218,True,140,170,False,560,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_4218.png,96.988,100.000,96.988
4474,True,140,170,False,560,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_4474.png,81.325,100.000,81.325
4476,True,140,170,False,560,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_4476.png,98.795,100.000,98.795
4496,True,140,170,False,560,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_4496.png,92.169,100.000,92.169
4590,True,140,170,False,560,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_4590.png,95.783,100.000,95.783
4721,True,140,170,False,560,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_4721.png,94.578,100.000,94.578
4947,True,140,170,False,560,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_4947.png,99.398,100.000,99.398
6715,True,197,170,False,788,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_6715.png,100.000,100.000,100.000
2119,True,197,170,False,788,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_2119.png,100.000,100.000,100.000
6055,True,197,170,False,788,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_6055.png,100.000,100.000,100.000
6600,True,197,170,False,788,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_6600.png,100.000,100.000,100.000
6602,True,197,170,False,788,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_6602.png,100.000,100.000,100.000
6700,True,197,170,False,788,0,4,"[34, 35, 80, 81]",,/home/diego/Escritorio/desde_cero/mi_informe_qc/psd_6700.png,100.000,100.000,100.000
